"Kind","File","Line","Text"
"decimal","PrimoAutoEletrica\Converters\AgendamentoConverters.cs","169","if (value is decimal decimalValue)"
"decimal","PrimoAutoEletrica\Converters\AgendamentoConverters.cs","178","if (decimal.TryParse(value as string, NumberStyles.Currency, CultureInfo.GetCultureInfo(""pt-BR""), out decimal result))"
"double","PrimoAutoEletrica\Converters\AgendamentoConverters.cs","266","if (value is double doubleValue)"
"double","PrimoAutoEletrica\Converters\AgendamentoConverters.cs","275","if (value is double doubleValue)"
"double","PrimoAutoEletrica\Converters\AgendamentoConverters.cs","287","if (value is double doubleValue && parameter is string paramString && double.TryParse(paramString, out double multiplier))"
"double","PrimoAutoEletrica\Converters\AgendamentoConverters.cs","296","if (value is double doubleValue && parameter is string paramString && double.TryParse(paramString, out double multiplier))"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","47","ValorTotal REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","47","ValorTotal REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","48","ValorProdutos REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","48","ValorProdutos REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","70","Quantidade REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","71","ValorUnitario REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","71","ValorUnitario REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","72","ValorTotal REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","72","ValorTotal REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","80","MargemAplicada REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","80","MargemAplicada REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","81","PrecoVendaSugerido REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","81","PrecoVendaSugerido REAL NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","104","ValorTotal REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","104","ValorTotal REAL NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","132","TotalItens INTEGER NOT NULL DEFAULT 0,"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","150","EnsureColumnExists(connection, ""ImportacoesItens"", ""MargemAplicada"", ""ALTER TABLE ImportacoesItens ADD COLUMN MargemAplicada REAL NOT NULL DEFAULT 0;"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","150","EnsureColumnExists(connection, ""ImportacoesItens"", ""MargemAplicada"", ""ALTER TABLE ImportacoesItens ADD COLUMN MargemAplicada REAL NOT NULL DEFAULT 0;"");"
"REAL_sql","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","151","EnsureColumnExists(connection, ""ImportacoesItens"", ""PrecoVendaSugerido"", ""ALTER TABLE ImportacoesItens ADD COLUMN PrecoVendaSugerido REAL NOT NULL DEFAULT 0;"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","151","EnsureColumnExists(connection, ""ImportacoesItens"", ""PrecoVendaSugerido"", ""ALTER TABLE ImportacoesItens ADD COLUMN PrecoVendaSugerido REAL NOT NULL DEFAULT 0;"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","180","ValorTotal = @ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","181","ValorProdutos = @ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","196","(Id, ChaveAcesso, Numero, Serie, DataEmissao, DataEntrada, ValorTotal, ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","199","(@Id, @ChaveAcesso, @Numero, @Serie, @DataEmissao, @DataEntrada, @ValorTotal, @ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","204","(Id, ChaveAcesso, Numero, Serie, DataEmissao, DataEntrada, ValorTotal, ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","207","(@Id, @ChaveAcesso, @Numero, @Serie, @DataEmissao, @DataEntrada, @ValorTotal, @ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","217","command.Parameters.AddWithValue(""@ValorTotal"", nota.ValorTotal);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","218","command.Parameters.AddWithValue(""@ValorProdutos"", nota.ValorProdutos);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","244","(Id, ImportacaoId, Codigo, Nome, NCM, CFOP, Quantidade, ValorUnitario, ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","246","AcaoPlanejada, CategoriaSugerida, MargemAplicada, PrecoVendaSugerido,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","250","(@Id, @ImportacaoId, @Codigo, @Nome, @NCM, @CFOP, @Quantidade, @ValorUnitario, @ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","252","@AcaoPlanejada, @CategoriaSugerida, @MargemAplicada, @PrecoVendaSugerido,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","264","itemCommand.Parameters.AddWithValue(""@ValorUnitario"", produto.ValorUnitario);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","265","itemCommand.Parameters.AddWithValue(""@ValorTotal"", produto.ValorTotal);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","273","itemCommand.Parameters.AddWithValue(""@MargemAplicada"", produto.MargemAplicada);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","274","itemCommand.Parameters.AddWithValue(""@PrecoVendaSugerido"", produto.PrecoVendaSugerido);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","302","SELECT {TopClause(connection, ""@Limite"")} n.Id, n.ChaveAcesso, n.Numero, n.Serie, n.DataEmissao, n.DataEntrada, n.ValorTotal, n.ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","327","ValorTotal = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","328","ValorProdutos = ReadDecimal(reader, 7),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","360","SELECT Id, ChaveAcesso, Numero, Serie, DataEmissao, DataEntrada, ValorTotal, ValorProdutos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","381","ValorTotal = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","382","ValorProdutos = ReadDecimal(reader, 7),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","419","SELECT Codigo, Nome, NCM, CFOP, Quantidade, ValorUnitario, ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","421","SelecionadoParaImportacao, AcaoPlanejada, CategoriaSugerida, MargemAplicada,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","422","PrecoVendaSugerido, ProdutoVinculadoReferencia, CodigoBarras, ObservacaoConferencia,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","441","ValorUnitario = ReadDecimal(reader, 5),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","442","ValorTotal = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","450","MargemAplicada = ReadDecimal(reader, 14),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","451","PrecoVendaSugerido = ReadDecimal(reader, 15),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","534","ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","553","n.ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","618","TotalItens = itens.Count"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","867","PrecoCompra,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","868","PrecoVenda,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","869","MargemLucro,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","870","ValorTotalEstoque,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","893","PrecoCompra = ReadDecimal(reader, 3),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","894","PrecoVenda = ReadDecimal(reader, 4),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","895","MargemLucro = ReadDecimal(reader, 5),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","896","ValorTotalEstoque = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","918","PrecoCompra = @PrecoCompra,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","919","PrecoVenda = @PrecoVenda,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","920","MargemLucro = @MargemLucro,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","921","ValorTotalEstoque = @ValorTotalEstoque,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","934","command.Parameters.AddWithValue(""@PrecoCompra"", snapshot.PrecoCompra);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","935","command.Parameters.AddWithValue(""@PrecoVenda"", snapshot.PrecoVenda);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","936","command.Parameters.AddWithValue(""@MargemLucro"", snapshot.MargemLucro);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","937","command.Parameters.AddWithValue(""@ValorTotalEstoque"", snapshot.ValorTotalEstoque);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","971","TotalVendas,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","992","TotalVendas = ReadInt(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1027","if (produto.TotalVendas > 0 || produto.DataUltimaVenda.HasValue)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1175","TotalItens,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1195","@TotalItens,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1213","command.Parameters.AddWithValue(""@TotalItens"", resultado.TotalItens);"
"decimal","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1300","private static int ConverterQuantidade(decimal quantidade)"
"decimal","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1304",": decimal.ToInt32(decimal.Round(quantidade, 0, MidpointRounding.AwayFromZero));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1307","private static string TextoOuPadrao(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1309","return string.IsNullOrWhiteSpace(valor) ? ""-"" : valor.Trim();"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1312","private static object ToDbNullableString(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1314","return string.IsNullOrWhiteSpace(valor) ? DBNull.Value : valor.Trim();"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1317","private static object ToDbNullableDate(DateTime? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1319","return valor.HasValue"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1320","? valor.Value.ToString(""yyyy-MM-dd HH:mm:ss"", CultureInfo.InvariantCulture)"
"decimal","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1363","private static decimal ReadDecimal(DbDataReader reader, int index)"
"decimal","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1451","public decimal Quantidade { get; init; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Data\Repositories\ImportacaoRepository.cs","1466","public int TotalVendas { get; init; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","16","public static string NormalizarDocumento(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","18","return SomenteDigitos(valor);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","21","public static string NormalizarTelefone(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","23","var digitos = SomenteDigitos(valor);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","34","public static string NormalizarEmail(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","36","return string.IsNullOrWhiteSpace(valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","38",": valor.Trim().ToLowerInvariant();"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","41","public static string NormalizarPlaca(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","43","return new string((valor ?? string.Empty)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","49","public static string NormalizarTextoComparacao(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","51","if (string.IsNullOrWhiteSpace(valor))"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","56","var decomposed = valor.Trim().Normalize(NormalizationForm.FormD);"
"decimal","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","192","public static string? ValidarDecimal(decimal valor, string descricao, bool permitirZero = true, bool permitirNegativo = false)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","192","public static string? ValidarDecimal(decimal valor, string descricao, bool permitirZero = true, bool permitirNegativo = false)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","194","if (!permitirNegativo && valor < 0)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","199","if (!permitirZero && valor <= 0)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","207","public static string? ValidarInteiro(int valor, string descricao, bool permitirZero = true, bool permitirNegativo = false)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","209","if (!permitirNegativo && valor < 0)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","214","if (!permitirZero && valor <= 0)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","274","public static string FormatarDocumento(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","276","var digitos = NormalizarDocumento(valor);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","287","public static string FormatarTelefone(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","289","var digitos = NormalizarTelefone(valor);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","318","private static string SomenteDigitos(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","320","return new string((valor ?? string.Empty).Where(char.IsDigit).ToArray());"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","323","private static bool TodosCaracteresIguais(string valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\CadastroValidationHelper.cs","325","return valor.All(caractere => caractere == valor[0]);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","7","public static string NormalizarTexto(string? valor, string fallback = """")"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","9","return string.IsNullOrWhiteSpace(valor) ? fallback : valor.Trim();"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","12","public static void GarantirTextoObrigatorio(string? valor, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","14","if (string.IsNullOrWhiteSpace(valor))"
"decimal","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","20","public static void GarantirValorMaiorQueZero(decimal valor, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","20","public static void GarantirValorMaiorQueZero(decimal valor, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","22","if (valor <= 0)"
"decimal","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","28","public static void GarantirValorMaiorOuIgualZero(decimal valor, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","28","public static void GarantirValorMaiorOuIgualZero(decimal valor, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","30","if (valor < 0)"
"decimal","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","44","public static void GarantirQuantidadePositiva(decimal quantidade, string descricao)"
"decimal","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","52","public static void GarantirDescontoValido(decimal desconto, decimal baseCalculo, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","52","public static void GarantirDescontoValido(decimal desconto, decimal baseCalculo, string descricao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","54","GarantirValorMaiorOuIgualZero(desconto, descricao);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","57","if (desconto > baseCalculo)"
"decimal","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","76","public static decimal CalcularSubtotal(decimal quantidade, decimal valorUnitario, decimal desconto)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","76","public static decimal CalcularSubtotal(decimal quantidade, decimal valorUnitario, decimal desconto)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","79","GarantirValorMaiorOuIgualZero(valorUnitario, ""o valor unitario"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","81","var valorBruto = quantidade * valorUnitario;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","82","GarantirDescontoValido(desconto, valorBruto, ""O desconto"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\ComercialValidationHelper.cs","83","return valorBruto - desconto;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\LocalizationHelper.cs","126","public string Total => GetString(""Total"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Helpers\LocalizationHelper.cs","127","public string Subtotal => GetString(""Subtotal"");"
