"Kind","File","Line","Text"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","151","MessageBox.Show(ex.Message, ""Comissao"", MessageBoxButton.OK, MessageBoxImage.Error);"
"decimal","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","196","new Dictionary<string, decimal>"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","198","{ ""Saldo Atual"", _viewModel.SaldoAtual },"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","199","{ ""Entradas"", _viewModel.TotalEntradas },"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","200","{ ""Saidas"", _viewModel.TotalSaidas },"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","201","{ ""Saldo Projetado"", _viewModel.SaldoPrevisto }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","252","var (entradas, saidas, saldo) = financeiroDbService.ObterResumoFinanceiro("
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","261","saldo,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","349","var (entradas, saidas, saldo) = financeiroDbService.ObterResumoFinanceiro(inicio, fim);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","372","AdicionarResumoFinanceiro(documento, entradas, saidas, saldo);"
"decimal","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","379","private static void AdicionarResumoFinanceiro(FlowDocument documento, decimal entradas, decimal saidas, decimal saldo)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","379","private static void AdicionarResumoFinanceiro(FlowDocument documento, decimal entradas, decimal saidas, decimal saldo)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","389","AdicionarLinha(tabela, true, ""Entradas"", ""Saidas"", ""Saldo"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","390","AdicionarLinha(tabela, false, entradas.ToString(""C""), saidas.ToString(""C""), saldo.ToString(""C""));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","396","documento.Blocks.Add(new Paragraph(new Run(""Contas a pagar""))"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","405","documento.Blocks.Add(new Paragraph(new Run(""Nenhuma conta a pagar no filtro atual."")));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","410","AdicionarLinha(tabela, true, ""Fornecedor"", ""Vencimento"", ""Status"", ""Valor"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","419","conta.Valor.ToString(""C""));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","427","documento.Blocks.Add(new Paragraph(new Run(""Contas a receber""))"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","436","documento.Blocks.Add(new Paragraph(new Run(""Nenhuma conta a receber no filtro atual."")));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","441","AdicionarLinha(tabela, true, ""Cliente"", ""Vencimento"", ""Status"", ""Valor"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","450","conta.Valor.ToString(""C""));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","474","private static void AdicionarLinha(Table tabela, bool cabecalho, params string[] valores)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","477","foreach (var valor in valores)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","479","var paragrafo = new Paragraph(new Run(valor))"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","499","ExibirMensagem(""Filtros avancados disponiveis nos botoes de filtro das secoes de Contas a Pagar e Contas a Receber."", ""Filtros"", MessageBoxImage.Information);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","547","ExibirMensagem(""Selecione uma conta a pagar para registrar a baixa."", ""Financeiro"", MessageBoxImage.Information);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","561","WindowTitle = ""Baixar conta a pagar"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","564","Details = $""Fornecedor: {conta.Fornecedor}\nVencimento: {conta.DataVencimento:dd/MM/yyyy}\nValor: {conta.Valor:C}"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","578","ExibirMensagem(""Conta a pagar liquidada com sucesso!"", ""Financeiro"", MessageBoxImage.Information);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","582","global::PrimoAutoEletrica.App.Logger.LogError(""Falha ao liquidar conta a pagar selecionada."", ex, ""Financeiro"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","583","ExibirMensagem($""Erro ao baixar conta a pagar:\n\n{ex.Message}"", UiText.T(""Error""), MessageBoxImage.Error, ex);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","592","ExibirMensagem(""Selecione uma conta a receber para registrar o recebimento."", ""Financeiro"", MessageBoxImage.Information);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","607","WindowTitle = ""Receber conta a receber"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","610","Details = $""Cliente: {conta.Cliente}\nVencimento: {conta.DataVencimento:dd/MM/yyyy}\nValor: {conta.Valor:C}"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","612","Keyword = ""RECEBER"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","624","ExibirMensagem(""Conta a receber liquidada com sucesso!"", ""Financeiro"", MessageBoxImage.Information);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","628","global::PrimoAutoEletrica.App.Logger.LogError(""Falha ao liquidar conta a receber selecionada."", ex, ""Financeiro"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","638","ExibirMensagem(""Selecione uma conta a receber para abrir a origem."", ""Financeiro"", MessageBoxImage.Information);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","719","App.Logger.LogError(""Falha ao abrir origem da conta a receber."", ex, ""Financeiro"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","758","var (entradas, saidas, saldo) = financeiroDbService.ObterResumoFinanceiro("
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FinanceiroControl.xaml.cs","767","saldo,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","56","if (TotalFornecedoresText != null)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","77","if (TotalFornecedoresText != null)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","78","TotalFornecedoresText.Text = _todosFornecedores.Count.ToString();"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","91",".ThenByDescending(f => f.TotalCompras)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","140","private static bool Contem(string? valor, string busca)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","142","return !string.IsNullOrWhiteSpace(valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","143","&& valor.Contains(busca, StringComparison.OrdinalIgnoreCase);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","146","private static string ObterTextoComboBox(ComboBox comboBox, string valorPadrao)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","149","return valorPadrao;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","152","return item.Content.ToString() ?? valorPadrao;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FornecedoresControl.xaml.cs","154","return valorPadrao;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\FuncionariosControl.xaml.cs","95","TotalFuncionariosTextBlock.Text = _funcionarios.Count.ToString();"
"double","PrimoAutoEletrica\UserControls\HelpControl.xaml.cs","316","if (expander.Content is FrameworkElement fe) fe.Height = double.NaN;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpControl.xaml.cs","526","""pdv"" => MockLines(""PDV"", ""Total R$ 420,00"", ""Pagamento PIX""),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpControl.xaml.cs","529","""financeiro"" => MockLines(""Financeiro"", ""A receber R$ 12.450"", ""A pagar R$ 4.820""),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpControl.xaml.cs","534","_ => MockLines(""Exemplo"", ""Campo · Valor"")"
"double","PrimoAutoEletrica\UserControls\HelpControl.xaml.cs","589","private TextBlock Tb(string text, double size, FontWeight weight, string brush,"
"double","PrimoAutoEletrica\UserControls\HelpControl.xaml.cs","590","double l = 0, double t = 0, double r = 0, double b = 0, bool wrap = true)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","19","Purpose = ""Se você acabou de instalar o programa e não quer pagar treinamento: siga esta página na ordem. Não pule."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","34","""Receber o dinheiro (Financeiro ou PDV)"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","126","""Menu → PDV. Se pedir para abrir caixa, abra com um valor (ex.: 100)."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","236","""FINANCEIRO — contas a pagar e a receber (o dinheiro “de verdade”)"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","302","""Manhã: PDV → Abrir caixa (conte o troco na mão e digite o valor)"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","312","""Troco errado = prejuízo: confira antes de finalizar"""
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","333","""Não finalize sem lançar peça — o estoque mente e o lucro some"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","341","Title = ""Como treinar sua equipe (sem pagar curso)"","
"REAL_sql","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","351","""NÓS FAZEMOS: ele clica, você corrige ao lado (1 atendimento real simples)."","
"REAL_sql","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","511","""Se pedir CPF/CNPJ, preencha só com dados de teste (nunca use documento real de terceiro)."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","535","""Mostrar ao cliente o que será feito e o preço ANTES de executar."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","542","""Revise o total. Clique em “Salvar” ou “Salvar rascunho”, conforme o botão disponível."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","570","""Se aparecer “Abrir caixa”, clique e informe o valor inicial da gaveta (ex.: 100,00). Confirme."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","573","""Clique em finalizar/receber e confirme."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","626","new[] { ""Saldos"", ""Alertas"", ""Movimentações"" }, new[] { ""Cadastrar"", ""Entrar peça"", ""Olhar mínimo"" }, ""estoque"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","633","AddMod(t, ""modulo-financeiro"", ""Financeiro"", ""Contas a pagar e receber."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","634","new[] { ""A receber"", ""A pagar"", ""Saldo"" }, new[] { ""Baixar recebimento"", ""Lançar despesa"" }, ""financeiro"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","689","""Precisa cobrar / pagar? → Financeiro"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","734","""Receber (Financeiro ou PDV, conforme o caso)"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","780","""Filtrar contas a receber vencidas / de hoje"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","782","""Conferir contas a pagar e lançar despesas quando for o caso"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","788","""Não baixe conta sem conferir valor e forma de pagamento"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","799","""Localize as abas ou listas de Contas a Receber e Contas a Pagar."","
"REAL_sql","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","802","""Use o botão de baixa / receber / pagar conforme o rótulo real da tela."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","802","""Use o botão de baixa / receber / pagar conforme o rótulo real da tela."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","803","""Confirme o valor e a forma de pagamento (ex.: PIX, Dinheiro)."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","878","E(""Estoque não atualizou"", ""Saldo mente."", ""Confira se a venda passou no PDV ou se a peça foi lançada na OS.""),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1062","E(""OS sem peça lançada"", ""Estoque e lucro mentem."", ""Lance as peças na OS ou faça saída no estoque com o gerente.""),"
"REAL_sql","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1063","E(""Status esquecido"", ""Kanban mente, carro some na fila."", ""Atualize o status no momento real."")"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1073","E(""NF-e importada 2 vezes"", ""Estoque inflado."", ""Ajuste o saldo com o gerente e não reimporte a mesma nota."")"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1105","G(""Orçamentos"", ""Proposta de preço."", new[] { ""Itens"", ""Total"", ""Status"" }, new[] { ""Envie no mesmo atendimento."" }, new[] { ""Não é OS ainda."" }, new[] { ""Conve"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1108","G(""PDV"", ""Caixa do balcão."", new[] { ""Venda"", ""Pagamento"", ""Caixa"" }, new[] { ""Abrir e fechar todo dia."" }, new[] { ""Troco e forma de pagamento."" }, new[] { ""Do"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1110","G(""Estoque / NF-e"", ""Peças e entrada."", new[] { ""Saldo"", ""Alertas"", ""XML"" }, new[] { ""Olhe alertas de manhã."" }, new[] { ""Ajuste sem contar a prateleira."" }, ne"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\HelpTopicsCatalog.cs","1111","G(""Financeiro / Relatórios"", ""Dinheiro e números."", new[] { ""A receber"", ""A pagar"", ""PDF"" }, new[] { ""Baixe recebimento no dia."" }, new[] { ""Período errado no r"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","112","ValorTotal = notaResumo.ValorTotal,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","240","TotalImportacoesText.Text = itens.Count.ToString(CultureInfo.InvariantCulture);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","262","EmptyStateDescriptionText.Text = ""Importe um XML para criar ou atualizar produtos do estoque com conferencia de fornecedor, valores e dados fiscais."";"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","555","$""Valor total: {item.ValorTotal:C}\n"" +"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","672","private static bool Contem(string valor, string busca)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","674","return valor.Contains(busca, StringComparison.OrdinalIgnoreCase);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","677","private static string TextoOuPadrao(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","679","return string.IsNullOrWhiteSpace(valor) ? ""-"" : valor.Trim();"
"decimal","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","697","public decimal ValorTotal { get; init; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\ImportarNFeControl.xaml.cs","697","public decimal ValorTotal { get; init; }"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","47","item.Subtotal = item.Quantidade * item.PrecoUnitario;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","48","item.LucroEstimado = (item.PrecoUnitario - item.PrecoCusto) * item.Quantidade;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","49","item.MargemLucro = item.PrecoUnitario > 0 ? ((item.PrecoUnitario - item.PrecoCusto) / item.PrecoUnitario) * 100 : 0;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","93","PrecoUnitario = item.PrecoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","94","PrecoCusto = item.PrecoCusto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","95","Desconto = item.Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","117","PrecoCompra = item.PrecoCusto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","118","PrecoVenda = item.PrecoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentoCarrinhoControl.xaml.cs","119","MargemLucro = item.MargemLucro,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","225","return $""Ola {cliente.Nome}! Segue seu orcamento {orcamento.Numero}{textoVeiculo} no valor de {orcamento.Total:C}. Validade: {validade}. Aguardamos seu retorno!"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","252","var corpo = $""Ola {orcamento.Cliente.Nome}!\n\nSegue seu orcamento {orcamento.Numero} no valor de {orcamento.Total:C}.\n\nData de Criacao: {orcamento.DataCriaca"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","293","Details = $""Cliente: {orcamento.Cliente?.Nome ?? ""Nao informado""}\nItens: {orcamento.Itens.Count}\nTotal: {orcamento.Total:C}"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","311","detalhes: $""Numero={orcamento.Numero}; Cliente={orcamento.Cliente?.Nome ?? ""Nao informado""}; Total={orcamento.Total:C}"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","312","valorAnterior: $""Status={statusAnterior}"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","313","valorNovo: ""Status=Aprovado"");"
"REAL_sql","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","339","Summary = $""Voce esta prestes a converter o orcamento {orcamento.Numero} em venda real."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","340","Details = $""Cliente: {orcamento.Cliente?.Nome ?? ""Nao informado""}\nItens: {orcamento.Itens.Count}\nTotal: {orcamento.Total:C}\nCondicao de pagamento: {orcamento"
"REAL_sql","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","341","Impact = ""O sistema vai registrar uma venda real, movimentar estoque e integrar o valor ao financeiro."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","341","Impact = ""O sistema vai registrar uma venda real, movimentar estoque e integrar o valor ao financeiro."","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","360","detalhes: $""Numero={orcamento.Numero}; Cliente={orcamento.Cliente?.Nome ?? ""Nao informado""}; Itens={orcamento.Itens.Count}; Total={orcamento.Total:C}"","
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\UserControls\OrcamentosControl.xaml.cs","361","valorAnterior: $""Status={statusAnterior}"","
